Rechnungsnummer,datum,phase,Empfänger Land,Empfänger PLZ,plz_norm,plz_ok,Tonnage (eff.),Lademeter,Erlöse Fracht,Erlöse Diesel,Erlöse Maut,status
2563945,2025-10-16,in_dlv_2025,GB,WS13 8SY,WS138SY,True,0.54,0.0,0.2145,0.0043,0.0,beurteilbar
2563945,2025-10-16,in_dlv_2025,GB,WS13 8SY,WS138SY,True,34.89,0.0,13.8567,0.2771,0.0,beurteilbar
2563945,2025-10-16,in_dlv_2025,GB,WS13 8SY,WS138SY,True,52.61,0.0,20.8948,0.4179,0.0,beurteilbar
2563945,2025-10-16,in_dlv_2025,GB,WS13 8SY,WS138SY,True,13.11,0.0,5.2069,0.1041,0.0,beurteilbar
2560101,2025-10-16,in_dlv_2025,ES,08830,08830,True,0.0,0.0,8.4787,0.1696,0.0,t_zero
2563945,2025-10-16,in_dlv_2025,AT,9341,9341,True,76.01,0.0,57.7,1.15,0.0,beurteilbar
4251011138,2025-10-16,in_dlv_2025,FR,59273,59273,True,46.43,0.0,85.22,1.7,0.0,beurteilbar
2563945,2025-10-16,in_dlv_2025,AT,2351,2351,True,94.5,0.0,30.33,0.61,0.0,beurteilbar
2563945,2025-10-16,in_dlv_2025,AT,4020,4020,True,0.0,0.0,38.6171,0.3807,0.0,t_zero
2563945,2025-10-16,in_dlv_2025,AT,5300,5300,True,0.0,0.0,14.3486,0.2867,0.0,t_zero
2560101,2025-10-17,in_dlv_2025,ES,36400,36400,True,257.6,0.0,173.8596,3.4764,0.0,beurteilbar
4251011137,2025-10-17,in_dlv_2025,CH,6260,6260,True,0.98,0.0,0.571,0.0114,0.0,beurteilbar
4251011137,2025-10-17,in_dlv_2025,CH,6260,6260,True,69.24,0.0,40.344,0.8055,0.0,beurteilbar
4251011137,2025-10-17,in_dlv_2025,CH,6260,6260,True,3.86,0.0,2.2491,0.0449,0.0,beurteilbar
2563945,2025-10-17,in_dlv_2025,ES,08040,08040,True,201.3,0.0,106.77,2.14,0.0,beurteilbar
2563945,2025-10-17,in_dlv_2025,AT,4075,4075,True,296.95,0.0,87.09,1.74,0.0,beurteilbar
2563945,2025-10-17,in_dlv_2025,IT,00133,00133,True,64.32,0.0,36.6461,0.7355,0.0,beurteilbar
2563945,2025-10-17,in_dlv_2025,ES,13250,13250,True,99.0,0.0,68.59,1.37,0.0,beurteilbar
4251011138,2025-10-17,in_dlv_2025,FR,72230,72230,True,42.88,0.0,85.22,1.7,0.0,beurteilbar
2563945,2025-10-17,in_dlv_2025,GR,611 00,61100,False,77.0,0.0,104.32,2.09,0.0,no_dlv
2563945,2025-10-17,in_dlv_2025,FR,77170,77170,True,13.2,0.0,3.6377,0.0728,0.0,beurteilbar
2563945,2025-10-17,in_dlv_2025,FR,77170,77170,True,6.01,0.0,1.6562,0.0331,0.0,beurteilbar
2563945,2025-10-17,in_dlv_2025,FR,77170,77170,True,61.2,0.0,16.8668,0.3374,0.0,beurteilbar
2560101,2025-10-17,in_dlv_2025,AT,8403,8403,True,215.0,0.0,93.63,1.87,0.0,beurteilbar
2563945,2025-10-17,in_dlv_2025,ES,48006,48006,True,38.91,0.0,64.9,1.3,0.0,beurteilbar
4251011137,2025-10-17,in_dlv_2025,CH,8304,8304,True,0.58,0.0,0.3793,0.0076,0.0,beurteilbar
2563945,2025-10-17,in_dlv_2025,FR,77170,77170,True,5.46,0.0,1.5048,0.0301,0.0,beurteilbar
2563945,2025-10-17,in_dlv_2025,FR,77170,77170,True,60.0,0.0,16.536,0.3308,0.0,beurteilbar
2563945,2025-10-17,in_dlv_2025,FR,77170,77170,True,3.26,0.0,0.8983,0.018,0.0,beurteilbar
2563945,2025-10-17,in_dlv_2025,FR,77170,77170,True,281.0,0.0,77.4432,1.5491,0.0,beurteilbar
2563945,2025-10-17,in_dlv_2025,FR,77170,77170,True,81.0,0.0,22.3235,0.4465,0.0,beurteilbar
2563945,2025-10-17,in_dlv_2025,FR,77170,77170,True,226.6,0.0,62.4506,1.2492,0.0,beurteilbar
2560101,2025-10-17,in_dlv_2025,ES,36400,36400,True,38.54,0.0,26.0114,0.5201,0.0,beurteilbar
4251011137,2025-10-17,in_dlv_2025,CH,6260,6260,True,4.02,0.0,2.3423,0.0468,0.0,beurteilbar
4251011137,2025-10-17,in_dlv_2025,CH,6260,6260,True,8.5,0.0,4.9527,0.0989,0.0,beurteilbar
2563945,2025-10-17,in_dlv_2025,AT,9020,9020,True,33.0,0.0,57.7,1.15,0.0,beurteilbar
2563945,2025-10-17,in_dlv_2025,ES,30169,30169,True,98.0,0.0,72.64,1.45,0.0,beurteilbar
4251011138,2025-10-17,in_dlv_2025,FR,72700,72700,True,202.3,0.0,220.77,4.42,0.0,beurteilbar
4251011137,2025-10-17,in_dlv_2025,CH,8304,8304,True,14.69,0.0,9.6059,0.1925,0.0,beurteilbar
2563945,2025-10-17,in_dlv_2025,AT,5300,5300,True,48.2,0.0,31.05,0.62,0.0,beurteilbar
2563945,2025-10-17,in_dlv_2025,FR,77170,77170,True,6.88,0.0,1.8962,0.0379,0.0,beurteilbar
2563945,2025-10-17,in_dlv_2025,FR,77170,77170,True,136.0,0.0,37.4813,0.7497,0.0,beurteilbar
2563945,2025-10-17,in_dlv_2025,FR,77170,77170,True,3.99,0.0,1.0997,0.022,0.0,beurteilbar
2563945,2025-10-17,in_dlv_2025,FR,77170,77170,True,6.2,0.0,1.7085,0.0342,0.0,beurteilbar
2563945,2025-10-17,in_dlv_2025,FR,77170,77170,True,47.2,0.0,13.0084,0.2602,0.0,beurteilbar
2563945,2025-10-17,in_dlv_2025,IT,12032,12032,True,43.19,0.0,53.87,1.08,0.0,beurteilbar
4251011137,2025-10-17,in_dlv_2025,CH,6260,6260,True,0.9,0.0,0.5244,0.0105,0.0,beurteilbar
2563945,2025-10-17,in_dlv_2025,ES,36400,36400,True,116.59,0.0,215.969,4.3234,0.0,beurteilbar
4251011138,2025-10-17,in_dlv_2025,FR,01700,01700,True,151.0,0.0,157.58,3.15,0.0,beurteilbar
4251011138,2025-10-17,in_dlv_2025,FR,59930,59930,True,33.0,0.0,85.22,1.7,0.0,beurteilbar
4251011137,2025-10-17,in_dlv_2025,CH,8304,8304,True,0.57,0.0,0.3727,0.0075,0.0,beurteilbar
2563945,2025-10-17,in_dlv_2025,GR,121 31,12131,False,358.0,0.0,187.92,3.76,0.0,no_dlv
2563945,2025-10-17,in_dlv_2025,FR,77170,77170,True,10.95,0.0,3.0179,0.0604,0.0,beurteilbar
2563945,2025-10-17,in_dlv_2025,ES,33211,33211,True,33.5,0.0,52.034,0.5145,0.0,beurteilbar
4251011137,2025-10-17,in_dlv_2025,CH,8304,8304,True,6.22,0.0,4.0673,0.0815,0.0,beurteilbar
4251011137,2025-10-17,in_dlv_2025,CH,8304,8304,True,4.47,0.0,2.923,0.0586,0.0,beurteilbar
2563945,2025-10-17,in_dlv_2025,FR,77170,77170,True,27.34,0.0,7.5351,0.1507,0.0,beurteilbar
2563945,2025-10-17,in_dlv_2025,FR,77170,77170,True,46.19,0.0,12.7299,0.2546,0.0,beurteilbar
2563945,2025-10-17,in_dlv_2025,FR,77170,77170,True,9.46,0.0,2.6073,0.0522,0.0,beurteilbar
2563945,2025-10-17,in_dlv_2025,FR,77170,77170,True,116.0,0.0,31.9695,0.6395,0.0,beurteilbar
2563945,2025-10-17,in_dlv_2025,FR,77170,77170,True,276.64,0.0,76.2417,1.5251,0.0,beurteilbar
2563945,2025-10-17,in_dlv_2025,IT,20871,20871,True,7.7,0.0,44.96,0.9,0.0,beurteilbar
4251011137,2025-10-17,in_dlv_2025,CH,6260,6260,True,28.77,0.0,16.7634,0.3347,0.0,beurteilbar
4251011137,2025-10-17,in_dlv_2025,CH,6260,6260,True,4.0,0.0,2.3307,0.0465,0.0,beurteilbar
4251011137,2025-10-17,in_dlv_2025,CH,8304,8304,True,0.29,0.0,0.1897,0.0038,0.0,beurteilbar
4251011137,2025-10-17,in_dlv_2025,CH,8304,8304,True,26.55,0.0,17.3612,0.3478,0.0,beurteilbar
2563945,2025-10-17,in_dlv_2025,FR,77170,77170,True,0.2,0.0,0.055,0.0011,0.0,beurteilbar
2563945,2025-10-17,in_dlv_2025,FR,77170,77170,True,6.36,0.0,1.7531,0.0351,0.0,beurteilbar
2563945,2025-10-17,in_dlv_2025,FR,77170,77170,True,64.0,0.0,17.6384,0.3528,0.0,beurteilbar
2563945,2025-10-17,in_dlv_2025,FR,77170,77170,True,140.4,0.0,38.6944,0.774,0.0,beurteilbar
4251020549,2025-10-17,in_dlv_2025,IT,06132,06132,True,7.5,0.0,50.32,1.01,0.0,beurteilbar
4251011137,2025-10-17,in_dlv_2025,CH,6260,6260,True,0.27,0.0,0.1573,0.0031,0.0,beurteilbar
4251011137,2025-10-17,in_dlv_2025,CH,6260,6260,True,20.7,0.0,12.0612,0.2408,0.0,beurteilbar
4251011137,2025-10-17,in_dlv_2025,CH,8304,8304,True,25.25,0.0,16.5111,0.3308,0.0,beurteilbar
2563945,2025-10-17,in_dlv_2025,AT,4020,4020,True,21.4,0.0,32.14,0.64,0.0,beurteilbar
2563945,2025-10-17,in_dlv_2025,AT,4020,4020,True,0.0,0.0,2.157,0.0352,0.0,t_zero
2563945,2025-10-17,in_dlv_2025,FR,77170,77170,True,23.72,0.0,6.5372,0.1308,0.0,beurteilbar
2563945,2025-10-17,in_dlv_2025,FR,77170,77170,True,14.55,0.0,4.0097,0.0802,0.0,beurteilbar
2563945,2025-10-17,in_dlv_2025,FR,77170,77170,True,244.4,0.0,67.3564,1.3473,0.0,beurteilbar
4251011137,2025-10-17,in_dlv_2025,CH,6260,6260,True,0.59,0.0,0.3438,0.0069,0.0,beurteilbar
2563945,2025-10-17,in_dlv_2025,AT,4020,4020,True,0.0,0.0,177.803,2.9048,0.0,t_zero
2563945,2025-10-17,in_dlv_2025,ES,33211,33211,True,55.7,0.0,86.516,0.8555,0.0,beurteilbar
2563945,2025-10-17,in_dlv_2025,IT,00133,00133,True,24.0,0.0,13.6739,0.2745,0.0,beurteilbar
4251011138,2025-10-17,in_dlv_2025,FR,14320,14320,True,422.5,0.0,329.65,6.59,0.0,beurteilbar
2563945,2025-10-17,in_dlv_2025,FR,77170,77170,True,0.53,0.0,0.1459,0.0029,0.0,beurteilbar
2563945,2025-10-17,in_dlv_2025,FR,77170,77170,True,5.4,0.0,1.4883,0.0298,0.0,beurteilbar
2563945,2025-10-17,in_dlv_2025,FR,77170,77170,True,73.0,0.0,20.1186,0.4024,0.0,beurteilbar
2563945,2025-10-20,in_dlv_2025,IT,51100,51100,True,224.0,0.0,131.94,2.64,0.0,beurteilbar
2563945,2025-10-20,in_dlv_2025,AT,4020,4020,True,432.0,0.0,127.8,2.56,0.0,beurteilbar
2563945,2025-10-20,in_dlv_2025,IT,20871,20871,True,42.0,0.0,19.2646,0.3856,0.0,beurteilbar
4251011137,2025-10-20,in_dlv_2025,CH,5436,5436,True,81.18,0.0,54.25,1.09,0.0,beurteilbar
4251011138,2025-10-20,in_dlv_2025,FR,59930,59930,True,0.0,0.0,238.4237,4.7678,0.0,t_zero
2563945,2025-10-20,in_dlv_2025,ES,36400,36400,True,95.0,0.0,72.64,1.45,0.0,beurteilbar
4251011137,2025-10-20,in_dlv_2025,CH,8304,8304,True,0.73,0.0,0.3051,0.0061,0.0,beurteilbar
2563945,2025-10-20,in_dlv_2025,AT,4070,4070,True,72.0,0.0,32.14,0.64,0.0,beurteilbar
4251011137,2025-10-20,in_dlv_2025,CH,8304,8304,True,214.8,0.0,89.7561,1.7953,0.0,beurteilbar
4251011137,2025-10-20,in_dlv_2025,CH,8304,8304,True,41.71,0.0,17.4289,0.3486,0.0,beurteilbar
2563945,2025-10-20,in_dlv_2025,AT,5300,5300,True,170.87,0.0,55.58,1.11,0.0,beurteilbar
4251011138,2025-10-20,in_dlv_2025,FR,59930,59930,True,0.0,0.0,214.6363,4.2922,0.0,t_zero
2563945,2025-10-20,in_dlv_2025,IT,39100,39100,True,124.0,0.0,49.34,0.99,0.0,beurteilbar
2560101,2025-10-20,in_dlv_2025,ES,36400,36400,True,13.5,0.0,72.64,1.45,0.0,beurteilbar
2563945,2025-10-20,in_dlv_2025,ES,08830,08830,True,0.0,0.0,67.9109,1.3582,0.0,t_zero
2563945,2025-10-20,in_dlv_2025,AT,4075,4075,True,215.0,0.0,87.09,1.74,0.0,beurteilbar
2563945,2025-10-20,in_dlv_2025,ES,08830,08830,True,0.0,0.0,40.4212,0.8091,0.0,t_zero
2563945,2025-10-20,in_dlv_2025,IT,37057,37057,True,42.23,0.0,44.96,0.9,0.0,beurteilbar
2563945,2025-10-20,in_dlv_2025,IT,20871,20871,True,56.02,0.0,25.6954,0.5144,0.0,beurteilbar
2563945,2025-10-20,in_dlv_2025,ES,17813,17813,True,36.41,0.0,64.9,1.3,0.0,beurteilbar
2563945,2025-10-20,in_dlv_2025,AT,5101,5101,True,124.0,0.0,55.58,1.11,0.0,beurteilbar
2563945,2025-10-21,in_dlv_2025,GB,WS13 8SY,WS138SY,True,190.0,0.0,93.8048,1.5106,0.0,beurteilbar
2563945,2025-10-21,in_dlv_2025,GB,WS13 8SY,WS138SY,True,351.0,0.0,173.2932,2.7907,0.0,beurteilbar
2563945,2025-10-21,in_dlv_2025,IT,16151,16151,True,0.0,0.0,93.7873,1.8766,0.0,t_zero
2563945,2025-10-21,in_dlv_2025,AT,5300,5300,True,10.5,0.0,0.8301,0.011,0.0,beurteilbar
4251011138,2025-10-21,in_dlv_2025,FR,77164,77164,True,0.0,0.0,16.6224,0.3323,0.0,t_zero
4251011138,2025-10-21,in_dlv_2025,FR,72700,72700,True,93.0,0.0,85.22,1.7,0.0,beurteilbar
2563945,2025-10-21,in_dlv_2025,GB,WS13 8SY,WS138SY,True,336.4,0.0,166.0851,2.6746,0.0,beurteilbar
2563945,2025-10-21,in_dlv_2025,GB,WS13 8SY,WS138SY,True,41.48,0.0,20.4799,0.3298,0.0,beurteilbar
2563945,2025-10-21,in_dlv_2025,ES,08830,08830,True,0.0,0.0,192.8888,3.8609,0.0,t_zero
4251011138,2025-10-21,in_dlv_2025,FR,37300,37300,True,48.56,0.0,92.17,1.84,0.0,beurteilbar
4251011138,2025-10-21,in_dlv_2025,FR,72230,72230,True,33.0,0.0,33.8826,0.6759,0.0,beurteilbar
2563945,2025-10-21,in_dlv_2025,AT,4075,4075,True,0.0,0.0,286.4637,5.7286,0.0,t_zero
2563945,2025-10-21,in_dlv_2025,IT,39031,39031,True,100.0,0.0,26.06,0.52,0.0,beurteilbar
4251011137,2025-10-21,in_dlv_2025,CH,6260,6260,True,4.95,0.0,6.902,0.1386,0.0,beurteilbar
4251011137,2025-10-21,in_dlv_2025,CH,6260,6260,True,30.34,0.0,42.3046,0.8497,0.0,beurteilbar
2563945,2025-10-21,in_dlv_2025,GB,WS13 8SY,WS138SY,True,23.5,0.0,11.6022,0.1868,0.0,beurteilbar
2563945,2025-10-21,in_dlv_2025,GB,WS13 8SY,WS138SY,True,1489.0,0.0,735.1363,11.8384,0.0,beurteilbar
2563945,2025-10-21,in_dlv_2025,IT,16151,16151,True,0.0,0.0,38.1527,0.7634,0.0,t_zero
2563945,2025-10-21,in_dlv_2025,IT,20871,20871,True,2.23,0.0,44.96,0.9,0.0,beurteilbar
4251011138,2025-10-21,in_dlv_2025,FR,72230,72230,True,50.0,0.0,51.3374,1.0241,0.0,beurteilbar
2563945,2025-10-21,in_dlv_2025,GB,WS13 8SY,WS138SY,True,388.85,0.0,191.9792,3.0916,0.0,beurteilbar
2563945,2025-10-21,in_dlv_2025,GB,WS13 8SY,WS138SY,True,66.0,0.0,32.585,0.5247,0.0,beurteilbar
4251011138,2025-10-21,in_dlv_2025,FR,77164,77164,True,0.0,0.0,131.6142,2.6338,0.0,t_zero
2563945,2025-10-21,in_dlv_2025,AT,2230,2230,True,736.63,0.0,195.44,3.91,0.0,beurteilbar
2563945,2025-10-21,in_dlv_2025,ES,13250,13250,True,36.11,0.0,68.59,1.37,0.0,beurteilbar
2563945,2025-10-21,in_dlv_2025,AT,4075,4075,True,0.0,0.0,47.5763,0.9514,0.0,t_zero
2563945,2025-10-21,in_dlv_2025,AT,4020,4020,True,0.0,0.0,4.4941,0.0443,0.0,t_zero
2563945,2025-10-21,in_dlv_2025,AT,4020,4020,True,0.0,0.0,1.3365,0.0245,0.0,t_zero
2563945,2025-10-21,in_dlv_2025,GB,WS13 8SY,WS138SY,True,16.0,0.0,7.9004,0.1272,0.0,beurteilbar
2563945,2025-10-21,in_dlv_2025,GB,WS13 8SY,WS138SY,True,72.0,0.0,35.5476,0.5724,0.0,beurteilbar
2563945,2025-10-21,in_dlv_2025,GB,WS13 8SY,WS138SY,True,466.0,0.0,230.07,3.705,0.0,beurteilbar
2563945,2025-10-21,in_dlv_2025,IT,39030,39030,True,257.0,0.0,74.01,1.48,0.0,beurteilbar
4251011137,2025-10-21,in_dlv_2025,CH,1634,1634,True,80.0,0.0,61.5815,1.2279,0.0,beurteilbar
2563945,2025-10-21,in_dlv_2025,AT,4020,4020,True,0.0,0.0,59.5724,0.5873,0.0,t_zero
2563945,2025-10-21,in_dlv_2025,AT,5300,5300,True,0.0,0.0,3.9409,0.052,0.0,t_zero
2563945,2025-10-21,in_dlv_2025,IT,20864,20864,True,63.37,0.0,44.96,0.9,0.0,beurteilbar
2563945,2025-10-21,in_dlv_2025,ES,30320,30320,True,159.0,0.0,137.28,2.75,0.0,beurteilbar
2563945,2025-10-21,in_dlv_2025,GB,WS13 8SY,WS138SY,True,210.0,0.0,103.6802,1.6696,0.0,beurteilbar
4251011138,2025-10-21,in_dlv_2025,FR,77164,77164,True,0.0,0.0,60.7758,1.2162,0.0,t_zero
4251011138,2025-10-21,in_dlv_2025,FR,77164,77164,True,384.7,0.0,278.0276,5.5577,0.0,beurteilbar
2563945,2025-10-21,in_dlv_2025,AT,4020,4020,True,0.05,0.0,0.0871,0.0009,0.0,beurteilbar
2563945,2025-10-21,in_dlv_2025,AT,5300,5300,True,0.0,0.0,348.6048,4.6032,0.0,t_zero
2563945,2025-10-21,in_dlv_2025,AT,5300,5300,True,0.0,0.0,20.1249,0.2657,0.0,t_zero
2563945,2025-10-21,in_dlv_2025,IT,61032,61032,True,59.55,0.0,50.32,1.01,0.0,beurteilbar
2563945,2025-10-21,in_dlv_2025,PT,4705,4705,True,55.29,0.0,58.96,1.18,0.0,beurteilbar
2563945,2025-10-21,in_dlv_2025,PT,4435-687,4435687,True,12.27,0.0,58.96,1.18,0.0,beurteilbar
2563945,2025-10-21,in_dlv_2025,GB,WS13 8SY,WS138SY,True,349.0,0.0,172.3056,2.7748,0.0,beurteilbar
2563945,2025-10-21,in_dlv_2025,AT,4020,4020,True,0.0,0.0,0.7664,0.0076,0.0,t_zero
4251011137,2025-10-21,in_dlv_2025,CH,1634,1634,True,1.44,0.0,1.1085,0.0221,0.0,beurteilbar
2563945,2025-10-21,in_dlv_2025,GB,WS13 8SY,WS138SY,True,125.0,0.0,61.7146,0.9938,0.0,beurteilbar
2563945,2025-10-21,in_dlv_2025,ES,08830,08830,True,0.0,0.0,102.0891,2.0418,0.0,t_zero
2563945,2025-10-21,in_dlv_2025,PT,4520-606,4520606,True,152.0,0.0,82.46,1.65,0.0,beurteilbar
2563945,2025-10-21,in_dlv_2025,IT,33033,33033,True,72.11,0.0,44.96,0.9,0.0,beurteilbar
2563945,2025-10-21,in_dlv_2025,IT,10149,10149,True,63.1,0.0,53.87,1.08,0.0,beurteilbar
2563945,2025-10-21,in_dlv_2025,AT,4020,4020,True,0.0,0.0,0.4551,0.0083,0.0,t_zero
4251011137,2025-10-21,in_dlv_2025,CH,8304,8304,True,40.87,0.0,51.41,1.03,0.0,beurteilbar
4251011137,2025-10-21,in_dlv_2025,CH,6260,6260,True,4.7,0.0,6.5534,0.1316,0.0,beurteilbar
4251011138,2025-10-22,in_dlv_2025,FR,59273,59273,True,213.0,0.0,44.3491,0.887,0.0,beurteilbar
2563945,2025-10-22,in_dlv_2025,IT,39100,39100,True,0.0,0.0,333.0,6.66,0.0,t_zero
4251011138,2025-10-22,in_dlv_2025,FR,72700,72700,True,0.0,0.0,233.4289,4.668,0.0,t_zero
4251011138,2025-10-22,in_dlv_2025,FR,72700,72700,True,0.0,0.0,68.6111,1.372,0.0,t_zero
2563945,2025-10-22,in_dlv_2025,AT,5300,5300,True,0.0,0.0,29.7482,0.3928,0.0,t_zero
2563945,2025-10-22,in_dlv_2025,AT,5300,5300,True,0.0,0.0,21.8556,0.2886,0.0,t_zero
2563945,2025-10-22,in_dlv_2025,AT,4904,4904,True,39.87,0.0,32.14,0.64,0.0,beurteilbar
2563945,2025-10-22,in_dlv_2025,AT,4075,4075,True,306.29,0.0,102.24,2.04,0.0,beurteilbar
2563945,2025-10-22,in_dlv_2025,AT,4020,4020,True,0.0,0.0,41.366,0.4078,0.0,t_zero
2563945,2025-10-22,in_dlv_2025,IT,20871,20871,True,63.0,0.0,20.8395,0.4254,0.0,beurteilbar
4251011138,2025-10-22,in_dlv_2025,FR,59273,59273,True,9952.0,0.0,2072.1509,41.443,0.0,beurteilbar
2563945,2025-10-22,in_dlv_2025,AT,5300,5300,True,0.0,0.0,6.6423,0.0877,0.0,t_zero
2563945,2025-10-22,in_dlv_2025,AT,4902,4902,True,77.5,0.0,32.14,0.64,0.0,beurteilbar
2563945,2025-10-22,in_dlv_2025,AT,4020,4020,True,0.0,0.0,39.3593,0.7874,0.0,t_zero
2563945,2025-10-22,in_dlv_2025,AT,4020,4020,True,0.0,0.0,284.8043,5.6977,0.0,t_zero
2563945,2025-10-22,in_dlv_2025,AT,4020,4020,True,0.0,0.0,16.7461,0.335,0.0,t_zero
2563945,2025-10-22,in_dlv_2025,AT,5300,5300,True,0.0,0.0,14.3127,0.189,0.0,t_zero
2563945,2025-10-22,in_dlv_2025,AT,4020,4020,True,0.0,0.0,247.6083,4.5379,0.0,t_zero
2563945,2025-10-22,in_dlv_2025,AT,5300,5300,True,0.0,0.0,12.7878,0.2555,0.0,t_zero
2563945,2025-10-22,in_dlv_2025,AT,4020,4020,True,0.0,0.0,141.28,2.5892,0.0,t_zero
2563945,2025-10-22,in_dlv_2025,IT,39100,39100,True,0.0,0.0,74.01,1.48,0.0,t_zero
2563945,2025-10-22,in_dlv_2025,AT,5300,5300,True,0.0,0.0,15.5096,0.3099,0.0,t_zero
2563945,2025-10-22,in_dlv_2025,AT,3512,3512,True,214.69,0.0,94.38,1.89,0.0,beurteilbar
4251011138,2025-10-22,in_dlv_2025,FR,14320,14320,True,43.29,0.0,85.22,1.7,0.0,beurteilbar
2563945,2025-10-22,in_dlv_2025,FR,36500,36500,True,37.87,0.0,118.97,2.46,0.0,beurteilbar
2563945,2025-10-22,in_dlv_2025,ES,08830,08830,True,0.0,0.0,73.4958,0.0,0.0,t_zero
2563945,2025-10-22,in_dlv_2025,IT,24020,24020,True,0.0,0.0,116.49,2.33,0.0,t_zero
2563945,2025-10-22,in_dlv_2025,AT,4582,4582,True,36.07,0.0,32.14,0.64,0.0,beurteilbar
2563945,2025-10-22,in_dlv_2025,AT,5300,5300,True,0.0,0.0,64.6682,1.2921,0.0,t_zero
4251011138,2025-10-22,in_dlv_2025,FR,59930,59930,True,37.86,0.0,85.22,1.7,0.0,beurteilbar
2563945,2025-10-22,in_dlv_2025,ES,08192,08192,True,43.28,0.0,52.3,1.07,0.0,beurteilbar
2563945,2025-10-22,in_dlv_2025,AT,4020,4020,True,69.5,0.0,16.9906,0.3399,0.0,beurteilbar
2563945,2025-10-22,in_dlv_2025,AT,5300,5300,True,0.0,0.0,37.2335,0.7439,0.0,t_zero
2563945,2025-10-22,in_dlv_2025,IT,36100,36100,True,141.0,0.0,77.66,1.55,0.0,beurteilbar
2563945,2025-10-22,in_dlv_2025,IT,24020,24020,True,0.0,0.0,44.96,0.9,0.0,t_zero
2563945,2025-10-22,in_dlv_2025,AT,1220,1220,True,100.0,0.0,30.33,0.61,0.0,beurteilbar
2563945,2025-10-22,in_dlv_2025,AT,4020,4020,True,0.0,0.0,23.554,0.2322,0.0,t_zero
2563945,2025-10-22,in_dlv_2025,AT,5300,5300,True,0.0,0.0,10.4408,0.2086,0.0,t_zero
2563945,2025-10-22,in_dlv_2025,ES,08830,08830,True,0.0,0.0,31.2397,0.0,0.0,t_zero
2563945,2025-10-22,in_dlv_2025,ES,08830,08830,True,0.0,0.0,55.3747,0.0,0.0,t_zero
2563945,2025-10-23,in_dlv_2025,IT,18100,18100,True,43.0,0.0,53.87,1.08,0.0,beurteilbar
2563945,2025-10-23,in_dlv_2025,GB,WS13 8SY,WS138SY,True,28.0,0.0,11.6614,0.2231,0.0,beurteilbar
2563945,2025-10-23,in_dlv_2025,GB,WS13 8SY,WS138SY,True,11.13,0.0,4.6352,0.0887,0.0,beurteilbar
2563945,2025-10-23,in_dlv_2025,GB,WS13 8SY,WS138SY,True,113.0,0.0,47.0588,0.9005,0.0,beurteilbar
2563945,2025-10-23,in_dlv_2025,GB,WS13 8SY,WS138SY,True,52.65,0.0,21.9271,0.4196,0.0,beurteilbar
2563945,2025-10-23,in_dlv_2025,AT,4020,4020,True,0.0,0.0,7.6323,0.152,0.0,t_zero
4251011138,2025-10-23,in_dlv_2025,FR,72700,72700,True,6566.0,0.0,1867.9812,37.3549,0.0,beurteilbar
4251011138,2025-10-23,in_dlv_2025,FR,14320,14320,True,77.0,0.0,85.22,1.7,0.0,beurteilbar
2563945,2025-10-23,in_dlv_2025,GB,WS13 8SY,WS138SY,True,20.58,0.0,8.5707,0.164,0.0,beurteilbar
2563945,2025-10-23,in_dlv_2025,IT,26010,26010,True,70.96,0.0,53.87,1.08,0.0,beurteilbar
2563945,2025-10-23,in_dlv_2025,IT,20871,20871,True,0.0,0.0,17.366,0.3545,0.0,t_zero
2563945,2025-10-23,in_dlv_2025,GR,105 51,10551,False,114.0,0.0,105.34,2.11,0.0,no_dlv
2563945,2025-10-23,in_dlv_2025,GB,WS13 8SY,WS138SY,True,0.52,0.0,0.2167,0.0041,0.0,beurteilbar
4251011138,2025-10-23,in_dlv_2025,FR,37300,37300,True,47.18,0.0,92.17,1.84,0.0,beurteilbar
2563945,2025-10-23,in_dlv_2025,AT,4020,4020,True,0.0,0.0,13.0185,0.2592,0.0,t_zero
2563945,2025-10-23,in_dlv_2025,AT,2431,2431,True,68.0,0.0,30.33,0.61,0.0,beurteilbar
2563945,2025-10-23,in_dlv_2025,AT,4020,4020,True,0.0,0.0,453.2045,9.0673,0.0,t_zero
4251011138,2025-10-23,in_dlv_2025,FR,77164,77164,True,13.0,0.0,73.39,1.47,0.0,beurteilbar
2563945,2025-10-23,in_dlv_2025,IT,23900,23900,True,381.0,0.0,149.36,2.99,0.0,beurteilbar
2563945,2025-10-23,in_dlv_2025,GB,WS13 8SY,WS138SY,True,617.0,0.0,256.9528,4.9168,0.0,beurteilbar
2563945,2025-10-23,in_dlv_2025,GB,WS13 8SY,WS138SY,True,1311.0,0.0,545.9736,10.4471,0.0,beurteilbar
2563945,2025-10-23,in_dlv_2025,GB,WS13 8SY,WS138SY,True,0.41,0.0,0.1708,0.0033,0.0,beurteilbar
2563945,2025-10-23,in_dlv_2025,GB,WS13 8SY,WS138SY,True,4.18,0.0,1.7409,0.0333,0.0,beurteilbar
2563945,2025-10-23,in_dlv_2025,ES,08830,08830,True,0.0,0.0,144.9677,1.2637,0.0,t_zero
2563945,2025-10-23,in_dlv_2025,IT,39100,39100,True,0.0,0.0,55.1052,1.1018,0.0,t_zero
2563945,2025-10-23,in_dlv_2025,IT,39100,39100,True,0.0,0.0,397.0248,7.9382,0.0,t_zero
