rechnung_nr,sendungsnummer,abs_name,leistung_date,empf_land,empf_plz,fracht,diesel,maut,transportversicherung,verzollung,lademittel,gefahrgut,gb_safety_ssd,avisgebuehr,langgutzuschlag,sonstige_nebengeb,GESAMT,sum_kategorien,identitaet_delta,identitaet_ok,coverage_flag
3751487,32835067,SIKA AUTOMOTIVE AG,2025-02-05,GB,PO18,369.0300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.0000,0.0000,0.0000,0.0000,417.9200,384.0300,33.8900,False,full
3751487,32835061,SIKA AUTOMOTIVE AG,2025-02-05,GB,SN3,166.5500,0.0000,0.0000,0.0000,0.0000,0.0000,1.2000,15.0000,0.0000,0.0000,0.0000,207.7500,182.7500,25.0000,False,full
3751487,32835580,SIKA AUTOMOTIVE AG,2025-02-05,GB,B92,1497.6000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.0000,0.0000,0.0000,0.0000,1557.6000,1512.6000,45.0000,False,full
3751487,32837396,SIKA AUTOMOTIVE AG,2025-02-05,GB,B92,1372.9000,0.0000,0.0000,0.0000,0.0000,0.0000,87.2000,15.0000,0.0000,0.0000,0.0000,1520.1000,1475.1000,45.0000,False,full
3751487,32838140,SIKA AUTOMOTIVE AG,2025-02-05,GB,B92,1095.8000,0.0000,0.0000,0.0000,0.0000,0.0000,76.0000,15.0000,0.0000,0.0000,0.0000,1231.8000,1186.8000,45.0000,False,full
3751487,32840470,SIKA AUTOMOTIVE AG,2025-02-07,GB,OX4,35.9900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.0000,0.0000,0.0000,0.0000,60.9200,50.9900,9.9300,False,full
3751487,32841235,SIKA AUTOMOTIVE AG,2025-02-12,GB,OX4,54.6100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.0000,0.0000,0.0000,0.0000,84.6800,69.6100,15.0700,False,full
3751487,32841232,SIKA AUTOMOTIVE AG,2025-02-13,GB,B92,2450.0000,0.0000,0.0000,0.0000,0.0000,0.0000,124.8000,15.0000,0.0000,0.0000,0.0000,2634.8000,2589.8000,45.0000,False,full
3751487,32841234,SIKA AUTOMOTIVE AG,2025-02-12,GB,L24,1137.6000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.0000,0.0000,0.0000,0.0000,1197.6000,1152.6000,45.0000,False,full
3751487,32843359,SIKA AUTOMOTIVE AG,2025-02-14,GB,PO229FJ,86.4500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.0000,0.0000,0.0000,0.0000,126.4500,101.4500,25.0000,False,full
3751487,32841241,SIKA AUTOMOTIVE AG,2025-02-12,GB,B92,774.0500,0.0000,0.0000,0.0000,0.0000,0.0000,64.4000,15.0000,0.0000,0.0000,0.0000,898.4500,853.4500,45.0000,False,full
3751488,32836736,SIKA AUTOMOTIVE AG,2025-02-04,IT,66041,81.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,81.1000,81.1000,0.0000,True,full
3751488,32839831,SIKA AUTOMOTIVE AG,2025-02-07,IT,10135,104.3000,0.0000,0.0000,0.0000,0.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,111.3000,111.3000,0.0000,True,full
3751488,32838782,SIKA AUTOMOTIVE AG,2025-02-06,IT,10092,51.1500,0.0000,0.0000,0.0000,0.0000,3.5000,0.0000,0.0000,0.0000,0.0000,0.0000,54.6500,54.6500,0.0000,True,full
3751488,32839962,SIKA AUTOMOTIVE AG,2025-02-07,IT,66041,99.2900,0.0000,0.0000,0.0000,0.0000,0.0000,35.0000,0.0000,0.0000,0.0000,0.0000,134.2900,134.2900,-0.0000,True,full
3751488,32839958,SIKA AUTOMOTIVE AG,2025-02-07,IT,66041,757.3600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,757.3600,757.3600,0.0000,True,full
3751488,32839826,SIKA AUTOMOTIVE AG,2025-02-07,IT,80038,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.0000,0.0000,0.0000,0.0000,0.0000,65.0000,65.0000,0.0000,True,full
3751488,32839955,SIKA AUTOMOTIVE AG,2025-02-07,IT,80038,522.5500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,522.5500,522.5500,0.0000,True,full
3751488,32841322,SIKA AUTOMOTIVE AG,2025-02-11,IT,85025,373.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,373.1000,373.1000,0.0000,True,full
3751488,32841316,SIKA AUTOMOTIVE AG,2025-02-11,IT,10135,67.7000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,67.7000,67.7000,0.0000,True,full
3751488,32842902,SIKA AUTOMOTIVE AG,2025-02-14,IT,10135,104.3000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,104.3000,104.3000,0.0000,True,full
3751488,32842901,SIKA AUTOMOTIVE AG,2025-02-14,IT,80038,317.2200,0.0000,0.0000,0.0000,0.0000,0.0000,35.0000,0.0000,0.0000,0.0000,0.0000,352.2200,352.2200,0.0000,True,full
3751488,32842900,SIKA AUTOMOTIVE AG,2025-02-14,IT,80038,605.8300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,855.8300,605.8300,250.0000,False,full
3751488,32842898,SIKA AUTOMOTIVE AG,2025-02-14,IT,66041,99.2900,0.0000,0.0000,0.0000,0.0000,0.0000,35.0000,0.0000,0.0000,0.0000,0.0000,134.2900,134.2900,-0.0000,True,full
3751488,32842899,SIKA AUTOMOTIVE AG,2025-02-14,IT,66041,757.3600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,757.3600,757.3600,0.0000,True,full
3751489,32835537,SIKA AUTOMOTIVE AG,2025-02-03,PT,3530-258,723.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,723.5000,723.5000,0.0000,True,full
3751490,32841317,SIKA AUTOMOTIVE AG,2025-02-11,RS,34104,565.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,565.0000,565.0000,0.0000,True,full
3751492,32822631,SIKA AUTOMOTIVE DEUTSCHL,2025-02-03,ES,31160,164.6500,0.0000,0.0000,0.0000,0.0000,0.0000,32.9300,0.0000,0.0000,0.0000,0.0000,197.5800,197.5800,0.0000,True,full
3751492,32834844,SIKA AUTOMOTIVE DEUTSCHL,2025-02-03,ES,36400,423.9500,0.0000,0.0000,0.0000,0.0000,0.0000,84.7900,0.0000,0.0000,0.0000,0.0000,508.7400,508.7400,0.0000,True,full
3751492,32835068,SIKA AUTOMOTIVE DEUTSCHL,2025-02-04,ES,26150,159.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,159.0500,159.0500,0.0000,True,full
3751492,32836568,SIKA AUTOMOTIVE DEUTSCHL,2025-02-05,ES,46160,189.3500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,189.3500,189.3500,0.0000,True,full
3751492,32836498,SIKA AUTOMOTIVE DEUTSCHL,2025-02-03,ES,46440,778.4000,0.0000,0.0000,0.0000,0.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.0000,853.4000,853.4000,0.0000,True,full
3751492,32840357,SIKA AUTOMOTIVE DEUTSCHL,2025-02-10,ES,26150,267.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,267.2500,267.2500,0.0000,True,full
3751492,32841114,SIKA AUTOMOTIVE DEUTSCHL,2025-02-11,ES,50290,94.4000,0.0000,0.0000,0.0000,0.0000,0.0000,18.8800,0.0000,0.0000,0.0000,0.0000,113.2800,113.2800,0.0000,True,full
3751492,32840358,SIKA AUTOMOTIVE DEUTSCHL,2025-02-10,ES,46980,75.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,75.4000,75.4000,0.0000,True,full
3751492,32840360,SIKA AUTOMOTIVE DEUTSCHL,2025-02-10,ES,08630,129.4500,0.0000,0.0000,0.0000,0.0000,0.0000,25.8900,0.0000,0.0000,0.0000,0.0000,155.3400,155.3400,0.0000,True,full
3751492,32842286,SIKA AUTOMOTIVE DEUTSCHL,2025-02-11,ES,08184,72.3500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,72.3500,72.3500,0.0000,True,full
3751492,32842144,SIKA AUTOMOTIVE DEUTSCHL,2025-02-12,ES,08970,190.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.0000,0.0000,0.0000,0.0000,0.0000,228.0000,228.0000,0.0000,True,full
3751492,32841651,SIKA AUTOMOTIVE DEUTSCHL,2025-02-12,ES,46160,407.8500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,407.8500,407.8500,0.0000,True,full
3751493,32833041,SIKA AUTOMOTIVE DEUTSCHL,2025-01-30,GB,WA5,8.3600,0.0000,0.0000,0.0000,0.0000,0.0000,0.4000,15.0000,0.0000,0.0000,0.0000,24.6600,23.7600,0.9000,False,full
3751493,32832812,SIKA AUTOMOTIVE DEUTSCHL,2025-01-30,GB,WA5,316.6400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.0000,0.0000,0.0000,0.0000,365.7400,331.6400,34.1000,False,full
3751493,32832921,SIKA AUTOMOTIVE DEUTSCHL,2025-01-30,GB,WS11,215.4500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.0000,0.0000,0.0000,0.0000,265.4500,230.4500,35.0000,False,full
3751493,32838207,SIKA AUTOMOTIVE DEUTSCHL,2025-02-05,GB,B92,97.6500,0.0000,0.0000,0.0000,0.0000,0.0000,0.8000,30.0000,0.0000,0.0000,0.0000,153.4500,128.4500,25.0000,False,full
3751493,32833006,SIKA AUTOMOTIVE DEUTSCHL,2025-01-30,GB,B76,5.3900,0.0000,0.0000,0.0000,0.0000,0.0000,0.1600,15.0000,0.0000,0.0000,0.0000,20.7900,20.5500,0.2400,False,full
3751493,32833323,SIKA AUTOMOTIVE DEUTSCHL,2025-01-30,GB,B76,5.3900,0.0000,0.0000,0.0000,0.0000,0.0000,0.1600,15.0000,0.0000,0.0000,0.0000,20.7900,20.5500,0.2400,False,full
3751493,32833000,SIKA AUTOMOTIVE DEUTSCHL,2025-01-30,GB,B76,21.7300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.0000,0.0000,0.0000,0.0000,37.6700,36.7300,0.9400,False,full
3751493,32832990,SIKA AUTOMOTIVE DEUTSCHL,2025-01-30,GB,B76,30.4200,0.0000,0.0000,0.0000,0.0000,0.0000,0.8800,15.0000,0.0000,0.0000,0.0000,47.6300,46.3000,1.3300,False,full
3751493,32833004,SIKA AUTOMOTIVE DEUTSCHL,2025-01-30,GB,B76,95.6000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.0000,0.0000,0.0000,0.0000,114.7700,110.6000,4.1700,False,full
3751493,32832995,SIKA AUTOMOTIVE DEUTSCHL,2025-01-30,GB,B76,872.9200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.0000,0.0000,0.0000,0.0000,926.0000,887.9200,38.0800,False,full
3751493,32839482,SIKA AUTOMOTIVE DEUTSCHL,2025-02-06,GB,B98,77.6000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4000,15.0000,0.0000,0.0000,0.0000,118.0000,93.0000,25.0000,False,full
3751493,32836571,SIKA AUTOMOTIVE DEUTSCHL,2025-02-06,GB,WA5,346.8000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.0000,0.0000,0.0000,0.0000,396.8000,361.8000,35.0000,False,full
3751493,32832814,SIKA AUTOMOTIVE DEUTSCHL,2025-01-30,GB,B46,679.3000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.0000,0.0000,0.0000,0.0000,739.3000,694.3000,45.0000,False,full
3751493,32839756,SIKA AUTOMOTIVE DEUTSCHL,2025-02-07,GB,B98,13.9500,0.0000,0.0000,0.0000,0.0000,0.0000,0.4000,15.0000,0.0000,0.0000,0.0000,31.6200,29.3500,2.2700,False,full
3751493,32839013,SIKA AUTOMOTIVE DEUTSCHL,2025-02-06,GB,B98,201.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.0000,0.0000,0.0000,0.0000,249.2300,216.5000,32.7300,False,full
3751493,32836688,SIKA AUTOMOTIVE DEUTSCHL,2025-02-06,GB,B46,609.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.0000,0.0000,0.0000,0.0000,659.4000,624.4000,35.0000,False,full
3751493,32836695,SIKA AUTOMOTIVE DEUTSCHL,2025-02-06,GB,B76,22.8800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.0000,0.0000,0.0000,0.0000,38.9400,37.8800,1.0600,False,full
3751493,32836573,SIKA AUTOMOTIVE DEUTSCHL,2025-02-06,GB,B76,28.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8000,15.0000,0.0000,0.0000,0.0000,45.1000,43.8000,1.3000,False,full
3751493,32836652,SIKA AUTOMOTIVE DEUTSCHL,2025-02-06,GB,B76,201.3300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.0000,0.0000,0.0000,0.0000,225.7000,216.3300,9.3700,False,full
3751493,32836641,SIKA AUTOMOTIVE DEUTSCHL,2025-02-06,GB,B76,714.8900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.0000,0.0000,0.0000,0.0000,763.1600,729.8900,33.2700,False,full
3751494,32837466,SIKA AUTOMOTIVE DEUTSCHL,2025-02-04,IT,41122,55.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,55.1000,55.1000,0.0000,True,full
3751494,32834770,SIKA AUTOMOTIVE DEUTSCHL,2025-02-03,IT,81030,406.9500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,406.9500,406.9500,0.0000,True,full
3751494,32838513,SIKA AUTOMOTIVE DEUTSCHL,2025-02-05,IT,81030,406.9500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,406.9500,406.9500,0.0000,True,full
3751494,32836378,SIKA AUTOMOTIVE DEUTSCHL,2025-02-05,IT,31046,307.8000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,307.8000,307.8000,0.0000,True,full
3751494,32838784,SIKA AUTOMOTIVE DEUTSCHL,2025-02-06,IT,10078,51.1500,0.0000,0.0000,0.0000,0.0000,0.0000,35.0000,0.0000,0.0000,0.0000,0.0000,86.1500,86.1500,0.0000,True,full
3751494,32836416,SIKA AUTOMOTIVE DEUTSCHL,2025-02-05,IT,10020,86.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,86.5000,86.5000,0.0000,True,full
3751494,32840749,SIKA AUTOMOTIVE DEUTSCHL,2025-02-11,IT,66050,12.9900,0.0000,0.0000,0.0000,0.0000,0.0000,10.7500,0.0000,0.0000,0.0000,0.0000,23.7400,23.7400,-0.0000,True,full
3751494,32840754,SIKA AUTOMOTIVE DEUTSCHL,2025-02-11,IT,66050,29.3200,0.0000,0.0000,0.0000,0.0000,0.0000,24.2500,0.0000,0.0000,0.0000,0.0000,53.5700,53.5700,0.0000,True,full
3751494,32841079,SIKA AUTOMOTIVE DEUTSCHL,2025-02-11,IT,66050,197.8400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,197.8400,197.8400,0.0000,True,full
3751494,32843844,SIKA AUTOMOTIVE DEUTSCHL,2025-02-14,IT,23841,49.6500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,49.6500,49.6500,0.0000,True,full
3751494,32843845,SIKA AUTOMOTIVE DEUTSCHL,2025-02-14,IT,10078,6.7900,0.0000,0.0000,0.0000,0.0000,0.0000,17.5000,0.0000,0.0000,0.0000,0.0000,24.2900,24.2900,0.0000,True,full
3751494,32843853,SIKA AUTOMOTIVE DEUTSCHL,2025-02-14,IT,10078,6.7900,0.0000,0.0000,0.0000,0.0000,0.0000,17.5000,0.0000,0.0000,0.0000,0.0000,24.2900,24.2900,0.0000,True,full
3751494,32843856,SIKA AUTOMOTIVE DEUTSCHL,2025-02-14,IT,10078,72.9200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,72.9200,72.9200,0.0000,True,full
3751494,32843875,SIKA AUTOMOTIVE DEUTSCHL,2025-02-14,IT,24060,62.9000,0.0000,0.0000,0.0000,0.0000,0.0000,35.0000,0.0000,0.0000,0.0000,0.0000,97.9000,97.9000,0.0000,True,full
3751495,32839764,SIKA AUTOMOTIVE DEUTSCHL,2025-02-07,PT,3720-902,95.4500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,95.4500,95.4500,0.0000,True,full
3751495,32841116,SIKA AUTOMOTIVE DEUTSCHL,2025-02-11,PT,2950-55,527.8000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,527.8000,527.8000,0.0000,True,full
3751495,32843158,SIKA AUTOMOTIVE DEUTSCHL,2025-02-13,PT,2950-55,202.8000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,202.8000,202.8000,0.0000,True,full
3751545,32835609,SIKA DEUTSCHLAND CH & CO,2025-02-03,ES,28108,139.4500,2.2300,1.6000,0.0000,0.0000,0.0000,25.0000,0.0000,0.0000,0.0000,0.0000,168.2800,168.2800,0.0000,True,full
3751545,32837389,SIKA DEUTSCHLAND GMBH,2025-02-04,ES,28108,139.4500,2.2300,1.6000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,143.2800,143.2800,0.0000,True,full
3751545,32837390,SIKA DEUTSCHLAND GMBH,2025-02-04,ES,31570,395.8500,6.3300,4.8000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,406.9800,406.9800,0.0000,True,full
3751545,32839944,SIKA DEUTSCHLAND GMBH,2025-02-07,ES,13640,378.6000,6.0600,3.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,387.8600,387.8600,0.0000,True,full
3751545,32839941,SIKA DEUTSCHLAND GMBH,2025-02-07,ES,13250,223.7500,3.5800,1.6000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,228.9300,228.9300,0.0000,True,full
3751545,32839942,SIKA DEUTSCHLAND GMBH,2025-02-07,ES,19171,71.5900,1.1500,1.6000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,74.3400,74.3400,0.0000,True,full
3751545,32839915,SIKA DEUTSCHLAND CH & CO,2025-02-07,ES,19171,214.7800,3.4400,4.8000,0.0000,0.0000,0.0000,4.1700,0.0000,0.0000,0.0000,0.0000,227.1900,227.1900,0.0000,True,full
3751545,32841631,SIKA DEUTSCHLAND GMBH,2025-02-11,ES,13250,487.6500,7.8000,4.8000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,500.2500,500.2500,0.0000,True,full
3751545,32841630,SIKA DEUTSCHLAND CH & CO,2025-02-11,ES,19171,232.6900,3.7200,4.8000,0.0000,0.0000,0.0000,6.2500,0.0000,0.0000,0.0000,0.0000,247.4600,247.4600,0.0000,True,full
3751545,32841629,SIKA DEUTSCHLAND GMBH,2025-02-11,ES,19171,698.0600,11.1700,14.4000,0.0000,0.0000,0.0000,18.7500,0.0000,0.0000,0.0000,0.0000,742.3800,742.3800,0.0000,True,full
3751545,32843043,SIKA DEUTSCHLAND CH & CO,2025-02-14,ES,28108,139.4500,2.2300,1.6000,0.0000,0.0000,0.0000,25.0000,0.0000,0.0000,0.0000,0.0000,168.2800,168.2800,0.0000,True,full
3751545,32844079,SIKA DEUTSCHLAND GMBH,2025-02-14,ES,30564,567.8500,9.0900,6.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,583.3400,583.3400,0.0000,True,full
3751545,32844114,SIKA DEUTSCHLAND GMBH,2025-02-14,ES,19171,456.5500,7.3100,9.6000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,473.4600,473.4600,-0.0000,True,full
3751545,32837377,SIKA DEUTSCHLAND CH & CO,2025-02-04,ES,19171,1175.3500,18.8100,25.6000,0.0000,0.0000,0.0000,25.0000,0.0000,0.0000,0.0000,0.0000,1244.7600,1244.7600,0.0000,True,full
3751545,32837385,SIKA DEUTSCHLAND GMBH,2025-02-04,ES,19171,2137.7000,68.4100,45.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2251.1100,2251.1100,0.0000,True,full
3751545,32841633,SIKA DEUTSCHLAND GMBH,2025-02-11,ES,09219,585.1000,9.3600,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,602.4600,602.4600,0.0000,True,full
3751545,32843798,SIKA DEUTSCHLAND GMBH,2025-02-14,ES,31191,1752.9500,56.0900,45.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1854.0400,1854.0400,0.0000,True,full
3751545,32843801,SIKA DEUTSCHLAND GMBH,2025-02-14,ES,31191,1752.9500,56.0900,45.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1854.0400,1854.0400,0.0000,True,full
3751545,32844122,SIKA DEUTSCHLAND GMBH,2025-02-14,ES,31570,776.2000,12.4200,16.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,804.6200,804.6200,0.0000,True,full
3751545,32844118,SIKA DEUTSCHLAND GMBH,2025-02-14,ES,31191,1367.0000,21.8700,35.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1424.0700,1424.0700,0.0000,True,full
3751545,32844067,SIKA DEUTSCHLAND CH & CO,2025-02-14,ES,19171,817.3600,13.0800,17.2100,0.0000,0.0000,0.0000,9.5600,0.0000,0.0000,0.0000,0.0000,857.2100,857.2100,0.0000,True,full
3751546,32843256,SIKA DEUTSCHLAND CH & CO,2025-02-13,GB,LU5,769.8900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,769.8900,769.8900,0.0000,True,full
3751546,32835701,SIKA DEUTSCHLAND GMBH,2025-01-31,GB,LU5,573.7000,9.1800,12.0000,0.0000,0.0000,0.0000,30.0000,30.0000,0.0000,0.0000,0.0000,699.8800,654.8800,45.0000,False,full
3751546,32837500,SIKA DEUTSCHLAND GMBH,2025-02-04,GB,LU5,193.9500,3.1000,2.4000,0.0000,0.0000,0.0000,0.0000,30.0000,0.0000,0.0000,0.0000,264.4500,229.4500,35.0000,False,full
3751546,32837465,SIKA DEUTSCHLAND GMBH,2025-02-04,GB,BB4,536.1500,8.5800,9.6000,0.0000,0.0000,0.0000,0.0000,15.0000,0.0000,0.0000,0.0000,604.3300,569.3300,35.0000,False,full
3751546,32837501,SIKA DEUTSCHLAND CH & CO,2025-02-04,GB,LU5,573.7000,9.1800,12.0000,0.0000,0.0000,0.0000,30.0000,15.0000,0.0000,0.0000,0.0000,684.8800,639.8800,45.0000,False,full
3751546,32837457,SIKA DEUTSCHLAND GMBH,2025-02-04,GB,LU5,717.3000,11.4800,16.8000,0.0000,0.0000,0.0000,30.0000,30.0000,0.0000,0.0000,0.0000,850.5800,805.5800,45.0000,False,full
3751546,32839951,SIKA DEUTSCHLAND CH & CO,2025-02-07,GB,LU5,1377.6000,22.0400,36.0000,0.0000,0.0000,0.0000,0.0000,15.0000,0.0000,0.0000,0.0000,1495.6400,1450.6400,45.0000,False,full
3751546,32839939,SIKA DEUTSCHLAND GMBH,2025-02-07,GB,LU5,830.2500,13.2800,21.6000,0.0000,0.0000,0.0000,30.0000,15.0000,0.0000,0.0000,0.0000,955.1300,910.1300,45.0000,False,full
3751546,32839925,SIKA DEUTSCHLAND CH & CO,2025-02-07,GB,IP32,581.9000,9.3100,9.6000,0.0000,0.0000,0.0000,0.0000,15.0000,0.0000,0.0000,312.0000,962.8100,927.8100,35.0000,False,full
3751546,32839936,SIKA DEUTSCHLAND GMBH,2025-02-07,GB,WR9,1176.3000,18.8200,24.0000,0.0000,0.0000,0.0000,0.0000,15.0000,0.0000,0.0000,0.0000,1279.1200,1234.1200,45.0000,False,full
3751546,32841662,SIKA DEUTSCHLAND GMBH,2025-02-11,GB,LU5,299.1800,4.7900,7.7700,0.0000,0.0000,0.0000,5.7100,15.0000,0.0000,0.0000,0.0000,337.5900,332.4500,5.1400,False,full
3751546,32841697,SIKA DEUTSCHLAND CH & CO,2025-02-11,GB,LU5,1047.1400,16.7600,27.2000,0.0000,0.0000,0.0000,0.0000,15.0000,0.0000,0.0000,0.0000,1124.1000,1106.1000,18.0000,False,full
3751546,32841792,SIKA DEUTSCHLAND GMBH,2025-02-11,GB,LU5,1010.6500,16.1700,26.4000,0.0000,0.0000,0.0000,0.0000,15.0000,0.0000,0.0000,0.0000,1113.2200,1068.2200,45.0000,False,full
3751546,32841677,SIKA DEUTSCHLAND CH & CO,2025-02-11,GB,LU5,1281.3000,20.5000,33.6000,0.0000,0.0000,0.0000,30.0000,15.0000,0.0000,0.0000,0.0000,1425.4000,1380.4000,45.0000,False,full
3751546,32841641,SIKA DEUTSCHLAND GMBH,2025-02-11,GB,PO30,485.0000,7.7600,2.4000,0.0000,0.0000,0.0000,0.0000,15.0000,0.0000,0.0000,0.0000,545.1600,510.1600,35.0000,False,full
3751546,32841642,SIKA DEUTSCHLAND GMBH,2025-02-11,GB,WR9,335.0000,5.3600,4.8000,0.0000,0.0000,0.0000,0.0000,15.0000,0.0000,0.0000,0.0000,395.1600,360.1600,35.0000,False,full
3751546,32843985,SIKA DEUTSCHLAND GMBH,2025-02-14,GB,LU5,166.1000,2.6600,4.8000,0.0000,0.0000,0.0000,0.0000,15.0000,0.0000,0.0000,0.0000,192.3100,188.5600,3.7500,False,full
3751546,32844137,SIKA DEUTSCHLAND CH & CO,2025-02-14,GB,LU5,717.9800,11.4900,18.0000,0.0000,0.0000,0.0000,30.0000,15.0000,0.0000,0.0000,0.0000,804.3800,792.4700,11.9100,False,full
3751546,32843980,SIKA DEUTSCHLAND CH & CO,2025-02-14,GB,LU5,1994.3700,31.9100,50.0000,0.0000,0.0000,0.0000,0.0000,15.0000,0.0000,0.0000,0.0000,2124.3700,2091.2800,33.0900,False,full
3751546,32843988,SIKA DEUTSCHLAND GMBH,2025-02-14,GB,LU5,1827.0500,29.2300,52.8000,0.0000,0.0000,0.0000,30.0000,15.0000,0.0000,0.0000,0.0000,1995.3300,1954.0800,41.2500,False,full
3751546,32843993,SIKA DEUTSCHLAND GMBH,2025-02-14,GB,WR9,919.0000,14.7000,16.8000,0.0000,0.0000,0.0000,30.0000,15.0000,0.0000,0.0000,0.0000,1040.5000,995.5000,45.0000,False,full
3751546,32835629,SIKA DEUTSCHLAND GMBH,2025-02-04,GB,CF3,2850.0000,91.2000,68.0000,0.0000,0.0000,0.0000,0.0000,30.0000,0.0000,0.0000,0.0000,3084.2000,3039.2000,45.0000,False,full
