lane,auftragsnr,leistdatum,nach_ort,ausgangsrel,stpl,betrag,dlv_expected,delta,ratio,category,phase
IT-Padova,7091200010881007,2026-01-09,Padova,3721,29.3000,1063.7500,948.1250,115.6250,1.1220,muster_c_over,in_dlv
IT-Padova,7091200010835000,2026-01-05,Padova,3516,19.0000,650.8800,650.8750,0.0050,1.0000,exact_match,in_dlv
IT-Padova,7091200010840004,2026-01-07,Padova,3516,26.0000,911.1300,866.1250,45.0050,1.0520,muster_c_over,in_dlv
IT-Padova,7091200010867001,2026-01-09,Padova,3516,16.0000,558.6300,558.6250,0.0050,1.0000,exact_match,in_dlv
IT-Padova,7091200010886002,2026-01-12,Padova,3516,30.1000,973.7500,973.7500,0.0000,1.0000,exact_match,in_dlv
IT-Padova,7091200010917003,2026-01-13,Padova,3516,23.0000,843.3800,753.3750,90.0050,1.1195,muster_c_over,in_dlv
IT-Padova,7091200010927002,2026-01-14,Padova,3516,15.0000,572.8800,527.8750,45.0050,1.0853,muster_c_over,in_dlv
IT-Padova,7091200010936004,2026-01-15,Padova,3721,18.1000,740.8800,630.3750,110.5050,1.1753,muster_c_over,in_dlv
IT-Padova,7091200010942005,2026-01-16,Padova,3721,19.2500,766.5000,650.8750,115.6250,1.1776,muster_c_over,in_dlv
IT-Padova,7091200010963000,2026-01-19,Padova,3516,20.0000,766.5000,676.5000,90.0000,1.1330,muster_c_over,in_dlv
IT-Padova,7091200010977007,2026-01-20,Padova,3721,17.0000,603.6200,599.6250,3.9950,1.0067,other,in_dlv
IT-Padova,7091200010991003,2026-01-21,Padova,3516,28.0000,1007.3800,917.3750,90.0050,1.0981,muster_c_over,in_dlv
IT-Padova,7091200011016002,2026-01-23,Padova,3721,24.0000,874.1300,784.1250,90.0050,1.1148,muster_c_over,in_dlv
IT-Padova,7091200010999009,2026-01-22,Padova,3721,8.0000,322.8800,322.8750,0.0050,1.0000,exact_match,in_dlv
IT-Padova,7091200011051003,2026-01-26,Padova,3721,10.0000,410.0000,410.0000,0.0000,1.0000,exact_match,in_dlv
IT-Padova,7091200011117006,2026-02-02,Padova,3516,26.0000,911.1300,866.1250,45.0050,1.0520,muster_c_over,in_dlv
IT-Padova,7091200011139008,2026-02-04,Padova,3516,20.0000,721.5000,676.5000,45.0000,1.0665,muster_c_over,in_dlv
IT-Padova,7091200011147003,2026-02-05,Padova,3911,19.0000,695.8800,650.8750,45.0050,1.0691,muster_c_over,in_dlv
IT-Padova,7091200011178007,2026-02-06,Padova,3721,16.0000,603.6300,558.6250,45.0050,1.0806,muster_c_over,in_dlv
IT-Padova,7091200011207004,2026-02-10,Padova,3516,22.0000,757.3800,712.3750,45.0050,1.0632,muster_c_over,in_dlv
IT-Padova,7091200011235007,2026-02-13,Padova,3314,17.0000,644.6300,599.6250,45.0050,1.0751,muster_c_over,in_dlv
IT-Padova,7091200011225008,2026-02-12,Padova,3721,14.0000,557.5000,512.5000,45.0000,1.0878,muster_c_over,in_dlv
IT-Padova,7091200011137004,2026-02-03,Padova,3314,13.0000,552.3800,507.3750,45.0050,1.0887,muster_c_over,in_dlv
IT-Padova,7091200011058002,2026-01-27,Padova,3516,27.0000,941.8800,896.8750,45.0050,1.0502,muster_c_over,in_dlv
IT-Padova,7091200011083004,2026-01-28,Padova,3721,13.7000,602.5000,512.5000,90.0000,1.1756,muster_c_over,in_dlv
IT-Padova,7091200011095007,2026-01-30,Padova,3911,16.0000,603.6300,558.6250,45.0050,1.0806,muster_c_over,in_dlv
IT-Padova,7091200011090002,2026-01-29,Padova,3721,17.0000,644.6300,599.6250,45.0050,1.0751,muster_c_over,in_dlv
IT-Padova,7091200010893000,2026-01-12,Padova,3516,10.0000,410.0000,410.0000,0.0000,1.0000,exact_match,in_dlv
IT-Padova,7091200010892003,2026-01-12,Padova,3516,1.2500,82.0000,56.3750,25.6250,1.4545,muster_c_over,in_dlv
IT-Padova,7091200010827005,2026-01-05,Padova,3516,2.0000,82.0000,82.0000,0.0000,1.0000,exact_match,in_dlv
IT-Padova,7091200010825001,2026-01-05,Padova,3516,24.0000,784.1300,784.1250,0.0050,1.0000,exact_match,in_dlv
IT-Padova,7091200010863003,2026-01-08,Padova,3516,22.0000,712.3800,712.3750,0.0050,1.0000,exact_match,in_dlv
IT-Padova,7091200010862006,2026-01-08,Padova,3516,31.0000,1076.2500,1076.2500,0.0000,1.0000,exact_match,in_dlv
IT-Padova,7091200010865007,2026-01-08,Padova,3516,9.0000,384.3800,384.3750,0.0050,1.0000,exact_match,in_dlv
IT-Padova,7091200010869005,2026-01-13,Padova,3516,15.0000,527.8800,527.8750,0.0050,1.0000,exact_match,in_dlv
IT-Padova,7091200011339002,2026-02-24,Padova,3516,15.0000,572.8800,527.8750,45.0050,1.0853,muster_c_over,in_dlv
IT-Padova,7091200011323001,2026-02-27,Padova,3721,29.0000,1454.3800,948.1250,506.2550,1.5340,muster_c_over,in_dlv
IT-Padova,7091200011350007,2026-02-25,Padova,3721,18.0000,675.3800,630.3750,45.0050,1.0714,muster_c_over,in_dlv
IT-Padova,7091200011357006,2026-02-26,Padova,3721,14.0000,602.5000,512.5000,90.0000,1.1756,muster_c_over,in_dlv
IT-Padova,7091200011386006,2026-03-02,Padova,3504,24.0000,829.1300,784.1250,45.0050,1.0574,muster_c_over,in_dlv
IT-Padova,7091200011409002,2026-03-03,Padova,3504,19.5000,721.5000,676.5000,45.0000,1.0665,muster_c_over,in_dlv
IT-Padova,7091200011418004,2026-03-04,Padova,3504,18.0000,675.3800,630.3750,45.0050,1.0714,muster_c_over,in_dlv
IT-Padova,7091200011424005,2026-03-05,Padova,3721,12.0000,521.6300,476.6250,45.0050,1.0944,muster_c_over,in_dlv
IT-Padova,7091200011486003,2026-03-10,Padova,3314,17.0000,689.6300,599.6250,90.0050,1.1501,muster_c_over,in_dlv
IT-Padova,7091200011488007,2026-03-11,Padova,3504,18.0000,720.3800,630.3750,90.0050,1.1428,muster_c_over,in_dlv
IT-Padova,7091000266039005,2026-02-06,Padova,3911,,224.1700,,,,no_stpl,in_dlv
IT-Padova,7091200011500006,2026-03-12,Padova,3721,8.0000,322.8800,322.8750,0.0050,1.0000,exact_match,in_dlv
IT-Padova,7091200011523005,2026-03-13,Padova,3703,35.0000,1121.2500,1076.2500,45.0000,1.0418,muster_c_over,in_dlv
IT-Padova,7091200011442009,2026-03-06,Padova,3721,15.0000,527.8800,527.8750,0.0050,1.0000,exact_match,in_dlv
IT-Padova,7091200011545007,2026-03-17,Padova,3504,21.0000,830.4000,691.8750,138.5250,1.2002,muster_c_over,in_dlv
IT-Padova,7091200011562004,2026-03-18,Padova,3504,19.0000,695.8800,650.8750,45.0050,1.0691,muster_c_over,in_dlv
IT-Padova,7091200011537002,2026-03-16,Padova,3721,23.0000,798.3800,753.3750,45.0050,1.0597,muster_c_over,in_dlv
IT-Padova,7091200011192003,2026-02-09,Padova,3911,13.0000,552.3800,507.3750,45.0050,1.0887,muster_c_over,in_dlv
IT-Padova,7091200011222007,2026-02-11,Padova,3516,19.0000,695.8800,650.8750,45.0050,1.0691,muster_c_over,in_dlv
IT-Padova,7091200011256002,2026-02-16,Padova,3721,13.0000,552.3800,507.3750,45.0050,1.0887,muster_c_over,in_dlv
IT-Padova,7091200011263000,2026-02-17,Padova,3721,20.5000,781.8800,676.5000,105.3800,1.1558,muster_c_over,in_dlv
IT-Padova,7091200011299009,2026-02-18,Padova,3516,20.0000,721.5000,676.5000,45.0000,1.0665,muster_c_over,in_dlv
IT-Padova,7091200011318007,2026-02-20,Padova,3516,14.0000,557.5000,512.5000,45.0000,1.0878,muster_c_over,in_dlv
IT-Padova,7091200011293007,2026-02-19,Padova,3516,30.0000,1063.7500,973.7500,90.0000,1.0924,muster_c_over,in_dlv
IT-Padova,7091200011325005,2026-02-23,Padova,3721,6.0000,246.0000,246.0000,0.0000,1.0000,exact_match,in_dlv
IT-Padova,7091200011623002,2026-03-24,Padova,3504,30.0000,1041.9100,973.7500,68.1600,1.0700,muster_a_7pct,in_dlv
IT-Padova,7091200011642003,2026-03-25,Padova,3504,4.0000,191.9400,179.3750,12.5650,1.0700,muster_a_7pct,in_dlv
IT-Padova,7091200011641006,2026-03-25,Padova,3504,12.0000,509.9900,476.6250,33.3650,1.0700,muster_a_7pct,in_dlv
IT-Padova,7091200011625006,2026-03-24,Padova,3721,7.8500,390.4800,322.8750,67.6050,1.2094,muster_c_over,in_dlv
IT-Padova,7091200011657007,2026-03-26,Padova,3504,3.0000,137.1000,128.1250,8.9750,1.0700,muster_a_7pct,in_dlv
IT-Padova,7091200011653009,2026-03-26,Padova,3504,8.0000,345.4800,322.8750,22.6050,1.0700,muster_a_7pct,in_dlv
IT-Padova,7091200011683006,2026-03-27,Padova,3504,9.0100,438.7000,384.3750,54.3250,1.1413,muster_c_over,in_dlv
IT-Padova,7092010047622004,2026-03-27,Padova,3504,9.0000,411.2900,384.3750,26.9150,1.0700,muster_a_7pct,in_dlv
IT-Padova,7091200011698000,2026-03-30,Padova,3721,16.0000,597.7300,558.6250,39.1050,1.0700,muster_a_7pct,in_dlv
IT-Padova,7091200011696006,2026-03-30,Padova,3504,8.0000,345.4800,322.8750,22.6050,1.0700,muster_a_7pct,in_dlv
IT-Padova,7091200011723009,2026-04-01,Padova,3504,30.0000,1131.9100,973.7500,158.1600,1.1624,muster_c_over,in_dlv
IT-Padova,7091200011751002,2026-04-07,Padova,3721,14.0000,548.3800,512.5000,35.8800,1.0700,muster_a_7pct,in_dlv
IT-Padova,7091200011752009,2026-04-07,Padova,3721,26.0000,971.7600,866.1250,105.6350,1.1220,muster_c_over,in_dlv
IT-Padova,7091200011762008,2026-04-08,Padova,3721,18.0000,719.5100,630.3750,89.1350,1.1414,muster_c_over,in_dlv
IT-Padova,7091200011763005,2026-04-08,Padova,3721,21.0000,740.3100,691.8750,48.4350,1.0700,muster_a_7pct,in_dlv
IT-Padova,7091200011778009,2026-04-10,Padova,3721,35.0000,1241.5900,1076.2500,165.3400,1.1536,muster_c_over,in_dlv
IT-Padova,7091200011788008,2026-04-13,Padova,3721,35.0000,1151.5900,1076.2500,75.3400,1.0700,muster_a_7pct,in_dlv
IT-Padova,7091200011808003,2026-04-14,Padova,3721,23.0000,851.1200,753.3750,97.7450,1.1297,muster_c_over,in_dlv
IT-Padova,7091200011838000,2026-04-15,Padova,3721,15.0000,564.8300,527.8750,36.9550,1.0700,muster_a_7pct,in_dlv
IT-Padova,7091200011794009,2026-04-13,Padova,3721,17.0000,686.6000,599.6250,86.9750,1.1450,muster_c_over,in_dlv
IT-Padova,7091200011459007,2026-03-09,Padova,3504,8.0000,345.4800,322.8750,22.6050,1.0700,muster_a_7pct,in_dlv
IT-Padova,7091200011457003,2026-03-09,Padova,3504,4.0000,191.9400,179.3750,12.5650,1.0700,muster_a_7pct,in_dlv
IT-Padova,7091200011576001,2026-03-19,Padova,3504,3.0000,137.1000,128.1250,8.9750,1.0700,muster_a_7pct,in_dlv
IT-Padova,7091200011570009,2026-03-19,Padova,3504,8.0000,345.4800,322.8750,22.6050,1.0700,muster_a_7pct,in_dlv
IT-Padova,7091200011606005,2026-03-20,Padova,3314,4.0000,191.9400,179.3750,12.5650,1.0700,muster_a_7pct,in_dlv
IT-Padova,7091200011590007,2026-03-20,Padova,3314,9.0000,411.2900,384.3750,26.9150,1.0700,muster_a_7pct,in_dlv
IT-Padova,7091200011610002,2026-03-23,Padova,3314,7.0000,301.6100,281.8750,19.7350,1.0700,muster_a_7pct,in_dlv
IT-Padova,7091200011613003,2026-03-23,Padova,3314,6.0000,263.2200,246.0000,17.2200,1.0700,muster_a_7pct,in_dlv
IT-Padova,7091200011851009,2026-04-16,Padova,3721,20.0000,813.8600,676.5000,137.3600,1.2030,muster_c_over,in_dlv
IT-Copiano,7091200010929006,2026-01-14,Copiano,2017,14.0000,630.3800,630.3750,0.0050,1.0000,exact_match,in_dlv
IT-Copiano,7091200011141001,2026-02-04,Copiano,2017,17.5000,803.5000,758.5000,45.0000,1.0593,muster_c_over,in_dlv
IT-Copiano,7091200011220003,2026-02-12,Copiano,2017,10.0000,394.1800,507.3750,-113.1950,0.7769,muster_b_under,in_dlv
IT-Copiano,7091200010880000,2026-01-12,Copiano,2017,5.0000,331.4300,331.4337,-0.0037,1.0000,exact_match,in_dlv
IT-Copiano,7091200010916006,2026-01-13,Copiano,2017,21.0000,850.7500,850.7500,0.0000,1.0000,exact_match,in_dlv
IT-Copiano,7091200010984005,2026-01-20,Copiano,2017,20.0000,814.8800,814.8750,0.0050,1.0000,exact_match,in_dlv
IT-Copiano,7091200010992000,2026-01-21,Copiano,2017,1.2500,177.4300,115.7737,61.6563,1.5326,muster_c_over,in_dlv
IT-Copiano,7091200010995001,2026-01-22,Copiano,2017,11.0000,538.1300,538.1250,0.0050,1.0000,exact_match,in_dlv
IT-Copiano,7091200011079007,2026-01-28,Copiano,2017,16.0000,691.8800,691.8750,0.0050,1.0000,exact_match,in_dlv
IT-Copiano,7091200011077003,2026-01-28,Copiano,2017,24.0000,948.1300,948.1250,0.0050,1.0000,exact_match,in_dlv
IT-Copiano,7091200011352001,2026-02-25,Copiano,2017,18.0000,656.0000,758.5000,-102.5000,0.8649,muster_b_under,in_dlv
IT-Copiano,7091200011384002,2026-02-27,Copiano,2017,2.5000,247.8500,177.4275,70.4225,1.3969,muster_c_over,in_dlv
IT-Copiano,7091200011420007,2026-03-04,Copiano,2017,13.0000,476.6300,599.6250,-122.9950,0.7949,muster_b_under,in_dlv
IT-Copiano,7091200011490000,2026-03-11,Copiano,2017,16.0000,691.8800,691.8750,0.0050,1.0000,exact_match,in_dlv
IT-Copiano,7091200011121003,2026-02-02,Copiano,2017,15.0000,656.0000,656.0000,0.0000,1.0000,exact_match,in_dlv
IT-Copiano,7091200011125001,2026-02-03,Copiano,2017,20.0000,814.8800,814.8750,0.0050,1.0000,exact_match,in_dlv
IT-Copiano,7091200011161009,2026-02-05,Copiano,2017,8.0000,445.8800,445.8750,0.0050,1.0000,exact_match,in_dlv
IT-Copiano,7091200011182004,2026-02-06,Copiano,2017,2.5000,247.8500,177.4275,70.4225,1.3969,muster_c_over,in_dlv
IT-Copiano,7091200011568006,2026-03-18,Copiano,2017,9.0000,521.6300,476.6250,45.0050,1.0944,muster_c_over,in_dlv
IT-Copiano,7091200011210004,2026-02-11,Copiano,2017,15.0000,656.0000,656.0000,0.0000,1.0000,exact_match,in_dlv
IT-Copiano,7091200011190009,2026-02-09,Copiano,2017,2.5000,247.8500,177.4275,70.4225,1.3969,muster_c_over,in_dlv
IT-Copiano,7091200011224001,2026-02-12,Copiano,2017,2.5000,247.8500,177.4275,70.4225,1.3969,muster_c_over,in_dlv
IT-Copiano,7091200011273009,2026-02-17,Copiano,2017,22.5000,912.2500,896.8750,15.3750,1.0171,muster_c_over,in_dlv
IT-Copiano,7091200011281004,2026-02-19,Copiano,2017,10.0000,507.3800,507.3750,0.0050,1.0000,exact_match,in_dlv
IT-Copiano,7091200011313002,2026-02-20,Copiano,2017,2.5000,247.8500,177.4275,70.4225,1.3969,muster_c_over,in_dlv
IT-Copiano,7091200011344006,2026-02-24,Copiano,2017,21.0000,895.7500,850.7500,45.0000,1.0529,muster_c_over,in_dlv
IT-Copiano,7091200011624009,2026-03-24,Copiano,2514,25.0000,1041.9100,973.7500,68.1600,1.0700,muster_a_7pct,in_dlv
IT-Copiano,7091200011643000,2026-03-25,Copiano,2017,2.5000,265.2000,177.4275,87.7725,1.4947,muster_c_over,in_dlv
IT-Copiano,7091200011645004,2026-03-25,Copiano,2017,19.0000,844.5000,789.2500,55.2500,1.0700,muster_a_7pct,in_dlv
IT-Copiano,7091200011694002,2026-03-30,Copiano,2017,27.5000,1151.5900,1076.2500,75.3400,1.0700,muster_a_7pct,in_dlv
IT-Copiano,7091200011727007,2026-04-01,Copiano,2017,9.0000,509.9900,476.6250,33.3650,1.0700,muster_a_7pct,in_dlv
IT-Copiano,7091200011724006,2026-04-01,Copiano,2017,12.5000,641.6000,568.8750,72.7250,1.1278,muster_c_over,in_dlv
IT-Copiano,7091200011755000,2026-04-07,Copiano,2017,26.0000,1091.2700,1019.8750,71.3950,1.0700,muster_a_7pct,in_dlv
IT-Copiano,7091200011765009,2026-04-08,Copiano,2017,22.5000,976.1100,896.8750,79.2350,1.0883,muster_c_over,in_dlv
IT-Copiano,7091200011767003,2026-04-08,Copiano,2017,18.0000,811.6000,758.5000,53.1000,1.0700,muster_a_7pct,in_dlv
IT-Copiano,7091200011782006,2026-04-13,Copiano,2016,34.0000,1261.2600,1178.7500,82.5100,1.0700,muster_a_7pct,in_dlv
IT-Copiano,7091200011837003,2026-04-15,Copiano,2514,12.0000,608.7000,568.8750,39.8250,1.0700,muster_a_7pct,in_dlv
IT-Copiano,7091200011414006,2026-03-03,Copiano,2017,30.0000,1206.4300,1127.5000,78.9300,1.0700,muster_a_7pct,in_dlv
IT-Copiano,7091200011461000,2026-03-09,Copiano,2017,2.5000,265.2000,177.4275,87.7725,1.4947,muster_c_over,in_dlv
IT-Copiano,7091200011487000,2026-03-10,Copiano,2514,31.0000,1261.2600,1178.7500,82.5100,1.0700,muster_a_7pct,in_dlv
IT-Copiano,7091200011556003,2026-03-17,Copiano,2017,25.0000,1041.9100,973.7500,68.1600,1.0700,muster_a_7pct,in_dlv
BE-Willebroek,7091200010910004,2026-01-13,Willebroek,9231,20.0000,627.3000,714.0000,-86.7000,0.8786,muster_b_under,in_dlv
BE-Willebroek,7091200010952004,2026-01-16,Willebroek,9231,33.0000,918.0000,918.0000,0.0000,1.0000,exact_match,in_dlv
BE-Willebroek,7091200011032002,2026-01-23,Willebroek,9231,16.0000,642.6000,642.6000,0.0000,1.0000,exact_match,in_dlv
BE-Willebroek,7091200011165007,2026-02-06,Willebroek,9231,20.5000,561.0000,714.0000,-153.0000,0.7857,muster_b_under,in_dlv
BE-Willebroek,7091200011237001,2026-02-13,Willebroek,9231,13.0000,561.0000,561.0000,0.0000,1.0000,exact_match,in_dlv
BE-Willebroek,7091200011297005,2026-02-20,Willebroek,9231,33.0000,918.0000,918.0000,0.0000,1.0000,exact_match,in_dlv
BE-Willebroek,7091200011455009,2026-03-06,Willebroek,9231,33.0000,918.0000,918.0000,0.0000,1.0000,exact_match,in_dlv
BE-Willebroek,7091200011516007,2026-03-13,Willebroek,9231,33.0000,918.0000,918.0000,0.0000,1.0000,exact_match,in_dlv
BE-Willebroek,7091200011366008,2026-02-27,Willebroek,9231,2.0000,714.0000,341.7000,372.3000,2.0896,muster_c_over,in_dlv
BE-Willebroek,7091200011592001,2026-03-20,Willebroek,9231,24.0000,851.2900,795.6000,55.6900,1.0700,muster_a_7pct,in_dlv
BE-Willebroek,7091200011680005,2026-03-27,Willebroek,9231,22.0000,802.1800,749.7000,52.4800,1.0700,muster_a_7pct,in_dlv
BE-Willebroek,7091200011730007,2026-04-02,Willebroek,9231,10.0000,507.5000,474.3000,33.2000,1.0700,muster_a_7pct,in_dlv
BE-Willebroek,7091200011780002,2026-04-10,Willebroek,9231,13.0000,600.2700,561.0000,39.2700,1.0700,muster_a_7pct,in_dlv
BE-Willebroek,7091200011456006,2026-03-06,Willebroek,9231,33.0000,982.2600,918.0000,64.2600,1.0700,muster_a_7pct,in_dlv
DK-Koge,7091200010828002,2026-01-05,Køge,2714,7.0000,599.6300,599.6250,0.0050,1.0000,exact_match,in_dlv
DK-Koge,7091200010823007,2026-01-05,Køge,2607,34.0000,2152.5000,2152.5000,0.0000,1.0000,exact_match,in_dlv
DK-Koge,7091200010897008,2026-01-13,Køge,2607,11.0000,922.5000,855.8750,66.6250,1.0778,muster_c_over,in_dlv
DK-Koge,7091200010895004,2026-01-13,Køge,2607,34.0000,2152.5000,2152.5000,0.0000,1.0000,exact_match,in_dlv
DK-Koge,7091200010955005,2026-01-16,Køge,2607,18.0000,1300.6300,1255.6250,45.0050,1.0358,muster_c_over,in_dlv
DK-Koge,7091200010966001,2026-01-20,Køge,2607,17.0000,1249.3800,1204.3750,45.0050,1.0374,muster_c_over,in_dlv
DK-Koge,7091200011023000,2026-01-23,Køge,2607,34.0000,2152.5000,2152.5000,0.0000,1.0000,exact_match,in_dlv
DK-Koge,7091200011021006,2026-01-23,Køge,2607,26.5000,1863.2500,1773.2500,90.0000,1.0508,muster_c_over,in_dlv
DK-Koge,7091200011112001,2026-01-30,Køge,2607,11.0000,855.8800,855.8750,0.0050,1.0000,exact_match,in_dlv
DK-Koge,7091200011122000,2026-02-03,Køge,2607,34.0000,2152.5000,2152.5000,0.0000,1.0000,exact_match,in_dlv
DK-Koge,7091200011172005,2026-02-06,Køge,2607,34.0000,2152.5000,2152.5000,0.0000,1.0000,exact_match,in_dlv
DK-Koge,7091200011211001,2026-02-10,Køge,2607,33.0000,2242.5000,2152.5000,90.0000,1.0418,muster_c_over,in_dlv
DK-Koge,7091200011239005,2026-02-13,Køge,2607,34.0000,2152.5000,2152.5000,0.0000,1.0000,exact_match,in_dlv
DK-Koge,7091200011059009,2026-01-27,Køge,2607,30.4000,2242.5000,2152.5000,90.0000,1.0418,muster_c_over,in_dlv
DK-Koge,7091200011101005,2026-01-30,Køge,2607,27.0000,1845.0000,1845.0000,0.0000,1.0000,exact_match,in_dlv
DK-Koge,7091200010833006,2026-01-07,Køge,2607,5.0000,476.6300,476.6250,0.0050,1.0000,exact_match,in_dlv
DK-Koge,7091200010922007,2026-01-13,Køge,2607,27.0000,1845.0000,1845.0000,0.0000,1.0000,exact_match,in_dlv
DK-Koge,7091200010914002,2026-01-13,Køge,2607,26.1000,1845.0000,1773.2500,71.7500,1.0405,muster_c_over,in_dlv
DK-Koge,7091200010831002,2026-01-07,Køge,2607,2.0000,374.1300,374.1250,0.0050,1.0000,exact_match,in_dlv
DK-Koge,7091200011113008,2026-01-30,Køge,2607,10.1000,855.8800,804.6250,51.2550,1.0637,muster_c_over,in_dlv
DK-Koge,7091200011349001,2026-02-24,Køge,2607,26.0000,1863.2500,1773.2500,90.0000,1.0508,muster_c_over,in_dlv
DK-Koge,7091200011363007,2026-02-27,Køge,2607,34.0000,2152.5000,2152.5000,0.0000,1.0000,exact_match,in_dlv
DK-Koge,7091200011390003,2026-03-03,Køge,2607,34.0000,2152.5000,2152.5000,0.0000,1.0000,exact_match,in_dlv
DK-Koge,7091200011411005,2026-03-03,Køge,2607,32.5000,2242.5000,2152.5000,90.0000,1.0418,muster_c_over,in_dlv
DK-Koge,7091200011438002,2026-03-06,Køge,2607,34.0000,2152.5000,2152.5000,0.0000,1.0000,exact_match,in_dlv
DK-Koge,7091200011463004,2026-03-10,Køge,2607,20.0000,1383.7500,1383.7500,0.0000,1.0000,exact_match,in_dlv
DK-Koge,7091200011466005,2026-03-10,Køge,2607,26.5000,1890.0000,1773.2500,116.7500,1.0658,muster_c_over,in_dlv
DK-Koge,7091200011133006,2026-02-03,Køge,2607,2.0000,374.1300,374.1250,0.0050,1.0000,exact_match,in_dlv
DK-Koge,7091200011179004,2026-02-06,Køge,2607,9.0000,732.8800,732.8750,0.0050,1.0000,exact_match,in_dlv
DK-Koge,7091200011184008,2026-02-06,Køge,2607,4.2000,476.6300,461.2500,15.3800,1.0333,muster_c_over,in_dlv
DK-Koge,7091200011519008,2026-03-13,Køge,2607,29.7500,2242.5000,2152.5000,90.0000,1.0418,muster_c_over,in_dlv
DK-Koge,7091200011555006,2026-03-17,Køge,2607,33.2500,2197.5000,2152.5000,45.0000,1.0209,muster_c_over,in_dlv
DK-Koge,7091200011245006,2026-02-13,Køge,2607,7.8500,695.8800,650.8750,45.0050,1.0691,muster_c_over,in_dlv
DK-Koge,7091200011250000,2026-02-16,Køge,2607,22.5000,1608.1300,1486.2500,121.8800,1.0820,muster_c_over,in_dlv
DK-Koge,7091200011269002,2026-02-17,Køge,2607,25.2500,1863.2500,1691.2500,172.0000,1.1017,muster_c_over,in_dlv
DK-Koge,7091200011296008,2026-02-20,Køge,2607,34.0000,2152.5000,2152.5000,0.0000,1.0000,exact_match,in_dlv
DK-Koge,7091200011312005,2026-02-20,Køge,2607,30.0000,2242.5000,2152.5000,90.0000,1.0418,muster_c_over,in_dlv
DK-Koge,7091200011382008,2026-02-27,Køge,2607,2.1000,435.6300,374.1250,61.5050,1.1644,muster_c_over,in_dlv
DK-Koge,7091200011635005,2026-03-24,Køge,2607,18.0000,1343.5200,1255.6250,87.8950,1.0700,muster_a_7pct,in_dlv
DK-Koge,7091200011640009,2026-03-24,Køge,2607,16.0000,1256.9100,1132.6250,124.2850,1.1097,muster_c_over,in_dlv
DK-Koge,7091200011682009,2026-03-27,Køge,2607,34.0000,2303.1800,2152.5000,150.6800,1.0700,muster_a_7pct,in_dlv
DK-Koge,7092010047620000,2026-03-27,Køge,2607,24.4000,1809.6400,1640.0000,169.6400,1.1034,muster_c_over,in_dlv
DK-Koge,7091200011714007,2026-03-31,Køge,2607,34.0000,2303.1800,2152.5000,150.6800,1.0700,muster_a_7pct,in_dlv
DK-Koge,7091200011710009,2026-03-31,Køge,2607,5.5500,631.7700,548.3750,83.3950,1.1521,muster_c_over,in_dlv
DK-Koge,7091200011721005,2026-03-31,Køge,2607,11.0000,915.7900,855.8750,59.9150,1.0700,muster_a_7pct,in_dlv
DK-Koge,7091200011732001,2026-04-07,Køge,2607,34.0000,2303.1800,2152.5000,150.6800,1.0700,muster_a_7pct,in_dlv
DK-Koge,7091200011747005,2026-04-07,Køge,2607,12.0000,987.0800,922.5000,64.5800,1.0700,muster_a_7pct,in_dlv
DK-Koge,7091200011756007,2026-04-07,Køge,2607,20.5500,1564.0000,1419.6250,144.3750,1.1017,muster_c_over,in_dlv
DK-Koge,7091200011776005,2026-04-10,Køge,2607,10.8000,960.7900,855.8750,104.9150,1.1226,muster_c_over,in_dlv
DK-Koge,7091200011772007,2026-04-10,Køge,2607,34.0000,2303.1800,2152.5000,150.6800,1.0700,muster_a_7pct,in_dlv
DK-Koge,7091200011805002,2026-04-14,Køge,2607,19.1000,1525.6100,1317.1250,208.4850,1.1583,muster_c_over,in_dlv
DK-Koge,7092010040643006,2026-03-02,Køge,2607,11.0000,915.7900,855.8750,59.9150,1.0700,muster_a_7pct,in_dlv
DK-Koge,7091200011441002,2026-03-06,Køge,2607,22.9000,1717.5500,1563.1250,154.4250,1.0988,muster_c_over,in_dlv
DK-Koge,7091200011559004,2026-03-17,Køge,2607,7.0000,641.6000,599.6250,41.9750,1.0700,muster_a_7pct,in_dlv
DK-Koge,7091200011593008,2026-03-20,Køge,2607,32.0000,2303.1800,2152.5000,150.6800,1.0700,muster_a_7pct,in_dlv
DK-Koge,7091200011594005,2026-03-20,Køge,2607,23.5000,1844.8000,1640.0000,204.8000,1.1249,muster_c_over,in_dlv
IE-Dublin,7091200010876003,2026-01-12,Dublin (Saggart),0617,6.0000,579.1300,579.1250,0.0050,1.0000,exact_match,in_dlv
IE-Dublin,7091200010908001,2026-01-16,Dublin (Saggart),0617,29.0000,3460.7700,1797.7024,1663.0676,1.9251,muster_c_over,in_dlv
IE-Dublin,7091200010981004,2026-01-20,Dublin (Saggart),0617,6.0000,579.1300,579.1250,0.0050,1.0000,exact_match,in_dlv
IE-Dublin,7091200011136007,2026-02-03,Dublin (Saggart),0617,5.0000,497.1300,497.1250,0.0050,1.0000,exact_match,in_dlv
IE-Dublin,7091200011163003,2026-02-06,Dublin (Saggart),0617,5.0000,497.1300,497.1250,0.0050,1.0000,exact_match,in_dlv
IE-Dublin,7091200011068001,2026-01-28,Dublin (Saggart),0617,10.0000,497.1300,1018.6696,-521.5396,0.4880,muster_b_under,in_dlv
IE-Dublin,7091200011108004,2026-01-30,Dublin (Saggart),0617,9.0000,943.9600,898.9578,45.0022,1.0501,muster_c_over,in_dlv
